Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,no_of_special_requests,booking_status
28208,2,0,0,2,0,120,2017,12,29,1,Not_Canceled
28209,2,0,0,3,0,34,2017,9,23,0,Canceled
28210,2,0,0,3,0,160,2017,12,30,0,Not_Canceled
28211,2,0,1,1,0,47,2017,9,5,1,Not_Canceled
28212,2,0,0,2,0,74,2017,9,18,0,Not_Canceled
28213,2,0,1,2,0,43,2018,11,11,1,Not_Canceled
28214,2,0,2,1,0,9,2018,1,30,1,Not_Canceled
28215,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
28216,1,0,1,0,0,2,2018,12,18,2,Not_Canceled
28217,2,0,1,4,0,26,2018,4,18,0,Not_Canceled
28218,2,0,1,2,0,124,2018,8,1,1,Not_Canceled
28219,1,0,0,5,0,8,2018,3,1,0,Not_Canceled
28220,3,0,0,2,1,40,2018,8,19,2,Not_Canceled
28221,2,1,0,1,0,44,2017,10,31,3,Not_Canceled
28222,1,0,0,2,0,30,2018,3,4,0,Not_Canceled
28223,2,0,2,2,0,88,2018,12,2,0,Not_Canceled
28224,2,0,2,1,0,101,2018,11,26,2,Not_Canceled
28225,2,0,1,3,0,37,2018,2,15,1,Not_Canceled
28226,1,0,0,1,0,65,2017,11,18,2,Not_Canceled
28227,2,0,2,4,0,121,2018,11,16,1,Not_Canceled
28228,2,0,2,2,0,45,2018,6,19,1,Not_Canceled
28229,2,0,0,3,0,60,2018,12,8,3,Not_Canceled
28230,2,0,2,1,0,15,2018,7,2,1,Not_Canceled
28231,2,0,0,1,0,8,2018,8,16,2,Not_Canceled
28232,1,0,0,2,0,1,2017,9,29,0,Not_Canceled
28233,2,0,1,2,0,31,2018,9,16,0,Not_Canceled
28234,1,0,0,1,0,45,2018,4,7,0,Canceled
28235,2,2,0,2,0,7,2018,5,19,2,Not_Canceled
28236,2,0,1,1,0,60,2017,9,21,0,Not_Canceled
28237,2,0,2,3,0,250,2018,9,8,2,Canceled
28238,1,0,2,3,0,6,2017,8,23,2,Not_Canceled
28239,2,0,2,3,0,14,2018,3,31,0,Not_Canceled
28240,2,0,1,3,0,114,2018,6,6,2,Not_Canceled
28241,2,0,2,4,0,151,2018,10,27,0,Canceled
28242,2,1,0,3,0,119,2018,7,27,0,Canceled
28243,2,0,2,4,0,114,2018,11,13,1,Canceled
28244,3,0,0,2,0,141,2018,9,23,1,Not_Canceled
28245,2,0,1,3,0,46,2018,6,20,0,Not_Canceled
28246,2,0,0,4,0,323,2018,5,17,0,Canceled
28247,2,0,1,0,0,53,2018,9,26,1,Canceled
28248,1,0,0,3,0,28,2018,6,14,1,Not_Canceled
28249,2,0,0,2,0,102,2017,10,16,0,Not_Canceled
28250,1,0,1,3,0,85,2018,10,6,0,Canceled
28251,2,0,2,1,0,93,2018,10,8,1,Not_Canceled
28252,2,0,1,4,0,70,2018,8,17,1,Not_Canceled
28253,2,1,0,2,1,0,2018,7,22,2,Not_Canceled
28254,2,0,0,2,0,2,2018,2,10,0,Not_Canceled
28255,3,0,2,5,0,66,2018,7,15,2,Not_Canceled
28256,1,0,0,2,0,12,2017,10,20,0,Not_Canceled
28257,2,0,0,4,0,55,2018,11,2,0,Not_Canceled
28258,2,0,1,4,0,118,2017,12,28,2,Canceled
28259,2,1,0,2,0,8,2018,12,9,2,Not_Canceled
28260,1,0,2,3,0,120,2018,3,27,0,Canceled
28261,3,0,1,0,0,24,2018,6,26,1,Not_Canceled
28262,2,0,2,1,0,11,2018,9,11,0,Not_Canceled
28263,2,0,0,2,0,76,2018,6,28,1,Not_Canceled
28264,2,2,1,2,0,200,2018,10,31,0,Canceled
28265,3,0,0,2,0,119,2018,3,29,0,Not_Canceled
28266,2,0,0,1,0,18,2018,12,23,0,Not_Canceled
28267,2,0,0,2,0,140,2018,7,1,0,Canceled
28268,1,0,1,0,0,0,2018,7,3,0,Not_Canceled
28269,2,0,0,1,1,45,2018,9,9,1,Not_Canceled
28270,2,0,2,1,0,117,2017,8,1,0,Canceled
28271,2,1,0,2,0,20,2018,9,9,2,Not_Canceled
28272,2,0,1,0,0,0,2018,8,1,1,Not_Canceled
28273,3,0,0,1,0,0,2018,6,17,0,Not_Canceled
28274,2,0,0,2,0,256,2018,6,15,1,Canceled
28275,2,0,0,3,0,12,2018,12,15,0,Not_Canceled
28276,2,0,0,4,0,4,2018,4,20,2,Not_Canceled
28277,1,0,0,2,0,298,2018,5,10,0,Not_Canceled
28278,1,0,0,1,0,2,2018,9,15,2,Not_Canceled
28279,2,0,0,2,0,74,2017,9,18,0,Not_Canceled
28280,2,0,1,2,0,338,2018,10,7,1,Not_Canceled
28281,1,0,0,2,0,188,2018,6,15,0,Canceled
28282,2,0,0,2,0,102,2017,10,16,0,Not_Canceled
28283,2,0,1,2,0,36,2018,10,28,1,Not_Canceled
28284,2,0,0,2,0,25,2018,10,5,1,Not_Canceled
28285,1,0,0,3,1,1,2018,9,6,0,Not_Canceled
28286,2,0,0,1,0,17,2018,10,7,2,Not_Canceled
28287,2,0,1,2,0,56,2018,7,1,1,Not_Canceled
28288,2,0,1,0,0,8,2017,8,16,1,Canceled
28289,2,0,1,4,0,37,2018,8,22,1,Not_Canceled
28290,2,0,0,3,0,39,2018,2,10,1,Not_Canceled
28291,2,0,1,4,0,133,2018,5,9,1,Not_Canceled
28292,2,0,1,1,0,18,2018,12,31,1,Not_Canceled
28293,2,0,2,1,0,79,2018,1,30,0,Not_Canceled
28294,2,0,1,1,0,301,2018,7,30,1,Canceled
28295,2,0,1,4,0,83,2018,3,28,0,Not_Canceled
28296,2,1,0,3,0,30,2018,10,20,1,Canceled
28297,2,0,0,3,0,43,2018,11,1,0,Not_Canceled
28298,1,0,2,5,0,68,2018,8,29,1,Not_Canceled
28299,2,0,0,1,0,11,2018,11,5,1,Canceled
28300,2,0,2,1,0,1,2018,1,23,0,Not_Canceled
28301,2,0,1,3,0,100,2018,4,18,0,Not_Canceled
28302,2,0,1,2,0,12,2018,8,1,2,Not_Canceled
28303,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
28304,3,0,2,4,0,112,2017,9,16,1,Not_Canceled
28305,2,0,1,5,0,20,2017,10,12,0,Not_Canceled
28306,3,0,1,1,0,33,2018,4,30,0,Canceled
28307,2,0,1,0,0,258,2018,10,16,0,Canceled
28308,1,0,2,2,0,165,2018,10,28,3,Not_Canceled
28309,2,0,0,2,0,69,2018,4,27,0,Canceled
28310,2,0,1,2,0,78,2018,3,25,0,Canceled
28311,2,2,1,0,0,119,2018,7,11,0,Canceled
28312,1,0,0,1,0,22,2017,12,18,0,Not_Canceled
28313,1,0,0,3,0,166,2018,11,1,0,Canceled
28314,2,0,0,3,0,37,2018,10,13,0,Not_Canceled
28315,3,0,0,2,0,15,2018,4,26,2,Not_Canceled
28316,2,0,2,0,0,386,2018,10,23,1,Canceled
28317,2,0,0,3,0,276,2018,9,22,0,Canceled
28318,2,0,1,2,0,57,2018,6,10,1,Not_Canceled
28319,2,0,1,0,0,24,2018,9,11,1,Not_Canceled
28320,2,0,2,3,0,108,2018,9,24,3,Not_Canceled
28321,2,0,0,1,0,1,2018,7,20,1,Not_Canceled
28322,2,0,0,1,0,26,2018,6,8,0,Not_Canceled
28323,2,0,0,3,0,317,2018,9,1,1,Canceled
28324,1,0,0,1,0,6,2018,12,1,0,Not_Canceled
28325,2,0,1,0,0,0,2018,6,27,0,Not_Canceled
28326,2,0,2,2,0,115,2018,12,23,0,Not_Canceled
28327,2,0,0,1,0,0,2018,6,16,0,Not_Canceled
28328,2,1,1,4,0,197,2018,12,21,0,Not_Canceled
28329,2,0,0,2,0,7,2017,10,21,2,Not_Canceled
28330,2,0,0,4,0,100,2018,9,28,1,Not_Canceled
28331,3,0,2,3,0,161,2018,10,2,2,Canceled
28332,2,0,0,2,0,346,2018,9,13,1,Canceled
28333,2,0,1,5,0,124,2018,8,8,0,Canceled
28334,1,0,0,1,0,34,2018,1,26,0,Not_Canceled
28335,1,0,0,1,0,59,2018,1,28,0,Not_Canceled
28336,2,0,1,1,0,247,2018,6,6,1,Canceled
28337,1,0,1,1,0,60,2017,9,21,0,Not_Canceled
28338,2,0,0,2,0,273,2017,7,17,0,Canceled
28339,1,0,0,2,0,14,2017,10,15,0,Not_Canceled
28340,2,1,2,2,0,42,2018,3,20,0,Canceled
28341,2,0,1,1,0,301,2018,7,30,1,Canceled
28342,2,0,2,2,0,25,2018,7,1,0,Not_Canceled
28343,2,0,0,2,0,97,2018,4,8,1,Not_Canceled
28344,2,0,0,4,0,35,2018,2,10,0,Canceled
28345,3,0,2,1,0,55,2018,5,8,0,Not_Canceled
28346,2,0,0,1,1,5,2017,12,8,1,Not_Canceled
28347,1,0,0,2,0,7,2017,9,16,0,Not_Canceled
28348,1,0,2,1,0,116,2018,12,17,2,Not_Canceled
28349,2,0,0,2,0,265,2018,6,24,1,Canceled
28350,2,0,1,3,0,85,2018,4,28,0,Canceled
28351,2,0,1,5,1,110,2018,8,1,1,Not_Canceled
28352,2,0,2,3,0,44,2018,3,20,1,Not_Canceled
28353,3,0,2,0,1,4,2018,3,20,0,Not_Canceled
28354,2,0,0,4,0,323,2018,5,17,1,Canceled
28355,2,0,0,2,0,74,2017,9,18,0,Not_Canceled
28356,2,0,1,2,0,286,2018,12,30,1,Canceled
28357,3,0,2,1,0,205,2018,5,29,0,Canceled
28358,2,0,0,2,0,142,2018,8,26,0,Canceled
28359,2,2,0,1,0,22,2018,12,17,1,Not_Canceled
28360,2,0,0,3,0,86,2018,3,10,0,Not_Canceled
28361,3,0,2,4,0,72,2018,7,17,1,Not_Canceled
28362,2,0,2,3,0,62,2017,7,2,1,Canceled
28363,2,0,1,3,0,19,2018,11,14,1,Not_Canceled
28364,1,0,1,0,0,3,2017,10,12,0,Canceled
28365,1,0,1,0,1,3,2018,12,5,1,Not_Canceled
28366,2,0,1,2,0,17,2018,1,1,1,Not_Canceled
28367,2,1,2,2,0,1,2018,2,14,2,Not_Canceled
28368,1,0,1,2,0,118,2018,6,6,0,Not_Canceled
28369,2,0,2,2,0,54,2018,11,11,1,Not_Canceled
28370,2,0,2,2,0,4,2017,12,5,1,Not_Canceled
28371,2,0,0,3,0,279,2018,10,12,0,Canceled
28372,2,0,0,4,0,4,2018,12,7,2,Not_Canceled
28373,2,0,0,1,0,0,2018,9,16,0,Not_Canceled
28374,1,0,1,0,0,3,2018,5,23,1,Not_Canceled
28375,1,0,0,1,0,0,2017,10,29,0,Not_Canceled
28376,1,0,2,2,0,2,2018,5,15,0,Not_Canceled
28377,2,0,0,4,0,77,2018,3,23,0,Canceled
28378,1,0,0,2,0,28,2018,5,19,0,Canceled
28379,2,0,0,1,0,1,2018,8,3,3,Not_Canceled
28380,2,0,1,0,0,1,2018,7,17,1,Not_Canceled
28381,1,0,0,2,0,164,2017,10,2,0,Not_Canceled
28382,1,0,1,0,0,13,2018,3,20,0,Not_Canceled
28383,2,0,0,3,0,13,2018,4,26,0,Not_Canceled
28384,2,0,0,2,0,112,2018,6,2,0,Not_Canceled
28385,2,0,0,3,0,146,2017,12,29,0,Not_Canceled
28386,2,0,0,2,0,161,2018,8,25,1,Canceled
28387,1,0,1,4,0,209,2017,7,29,0,Canceled
28388,1,0,0,1,0,9,2018,10,20,0,Not_Canceled
28389,2,0,0,3,0,335,2018,10,13,1,Canceled
28390,2,0,2,9,0,42,2018,11,1,2,Not_Canceled
28391,1,0,0,1,0,1,2018,5,18,0,Not_Canceled
28392,2,0,0,2,0,24,2017,12,4,0,Not_Canceled
28393,2,0,0,2,0,2,2018,4,27,1,Not_Canceled
28394,2,0,1,4,0,228,2018,8,31,1,Not_Canceled
28395,2,0,0,4,0,87,2018,8,31,2,Not_Canceled
28396,2,0,2,4,0,36,2018,12,7,2,Not_Canceled
28397,1,0,1,1,0,85,2018,12,3,0,Not_Canceled
28398,2,0,0,1,1,65,2018,3,10,0,Not_Canceled
28399,2,0,2,0,1,39,2018,7,10,1,Not_Canceled
28400,2,0,1,2,0,7,2018,2,12,0,Not_Canceled
28401,2,0,2,3,0,135,2017,8,1,3,Not_Canceled
28402,2,0,2,6,0,64,2017,10,20,2,Not_Canceled
28403,2,0,0,1,0,30,2018,7,8,1,Not_Canceled
28404,2,0,0,3,0,213,2018,6,7,0,Canceled
28405,2,0,0,1,1,138,2018,5,7,1,Not_Canceled
28406,2,0,0,5,0,60,2017,12,29,0,Not_Canceled
28407,2,0,0,2,0,211,2018,5,20,0,Canceled
28408,2,0,2,1,0,24,2018,1,2,0,Not_Canceled
28409,2,0,2,0,0,18,2018,6,26,0,Canceled
28410,2,0,0,1,1,2,2018,1,27,1,Not_Canceled
28411,2,0,2,1,0,103,2017,7,18,0,Not_Canceled
28412,1,0,2,2,0,179,2018,7,17,1,Not_Canceled
28413,2,0,0,4,0,76,2018,8,30,0,Not_Canceled
28414,2,0,0,2,0,3,2018,12,2,2,Not_Canceled
28415,2,0,1,2,0,149,2018,9,2,0,Not_Canceled
28416,2,0,1,2,0,230,2018,9,2,1,Not_Canceled
28417,2,0,2,1,0,3,2017,9,19,0,Not_Canceled
28418,1,0,2,1,0,1,2018,2,28,0,Canceled
28419,2,0,1,2,0,30,2018,11,11,0,Not_Canceled
28420,2,0,1,2,0,139,2018,7,25,1,Not_Canceled
28421,2,0,0,1,0,70,2018,12,8,2,Not_Canceled
28422,2,0,2,1,0,124,2017,8,8,0,Not_Canceled
28423,2,0,0,2,0,39,2017,8,14,0,Not_Canceled
28424,1,0,0,2,0,103,2018,4,19,0,Canceled
28425,1,0,1,0,0,39,2018,9,25,0,Not_Canceled
28426,2,0,1,3,0,115,2018,5,2,0,Canceled
28427,2,0,2,2,0,0,2018,8,19,0,Not_Canceled
28428,2,0,2,2,0,56,2018,8,28,1,Not_Canceled
28429,2,0,0,2,0,39,2017,8,14,0,Not_Canceled
28430,3,0,0,1,0,0,2018,6,22,2,Not_Canceled
28431,2,0,0,3,0,213,2018,6,7,0,Canceled
28432,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
28433,2,0,2,2,0,0,2017,9,25,1,Not_Canceled
28434,2,0,0,1,0,19,2017,9,19,2,Not_Canceled
28435,2,0,0,3,0,149,2018,7,20,0,Canceled
28436,2,0,0,2,0,57,2018,9,21,0,Not_Canceled
28437,3,0,1,2,0,144,2018,4,22,1,Canceled
28438,3,0,1,1,0,33,2018,9,10,0,Not_Canceled
28439,1,0,1,0,0,76,2018,10,10,0,Canceled
28440,2,0,0,3,0,304,2018,11,3,0,Canceled
28441,2,0,2,5,0,118,2018,9,3,0,Not_Canceled
28442,1,0,0,1,0,0,2017,10,7,0,Not_Canceled
28443,2,0,1,0,0,1,2018,1,24,0,Not_Canceled
28444,2,0,2,1,0,225,2018,8,13,0,Canceled
28445,2,0,0,1,0,16,2018,3,11,0,Not_Canceled
28446,1,0,0,2,0,1,2017,8,18,0,Not_Canceled
28447,2,0,2,1,0,130,2018,7,17,0,Not_Canceled
28448,2,0,0,2,0,51,2018,2,26,0,Canceled
28449,2,0,0,1,0,179,2018,7,1,1,Canceled
28450,2,0,0,4,0,4,2017,8,18,2,Not_Canceled
28451,2,0,0,4,0,50,2018,11,2,0,Not_Canceled
28452,2,0,2,2,0,173,2018,9,30,1,Canceled
28453,2,0,0,3,0,173,2018,3,31,2,Canceled
28454,2,0,1,2,0,47,2018,11,11,2,Not_Canceled
28455,2,0,0,2,0,79,2018,8,19,0,Canceled
28456,2,1,2,2,0,12,2018,2,20,1,Not_Canceled
28457,1,0,2,2,0,11,2017,10,23,0,Not_Canceled
28458,2,0,0,2,0,22,2018,9,15,1,Canceled
28459,2,0,2,1,0,8,2017,12,6,0,Not_Canceled
28460,2,0,0,4,0,256,2018,8,31,0,Canceled
28461,1,0,0,3,0,21,2018,5,3,0,Canceled
28462,2,2,0,1,0,5,2018,4,22,1,Not_Canceled
28463,2,0,2,0,0,146,2018,4,24,0,Canceled
28464,2,0,0,2,0,48,2018,5,24,1,Not_Canceled
28465,2,1,2,4,0,180,2018,7,31,1,Canceled
28466,1,0,1,4,0,10,2017,9,7,1,Not_Canceled
28467,2,0,2,3,0,63,2018,4,24,1,Not_Canceled
28468,2,0,0,3,0,112,2018,6,2,0,Canceled
28469,2,0,2,2,0,11,2017,10,23,0,Not_Canceled
28470,1,0,0,1,0,14,2018,5,27,0,Not_Canceled
28471,1,0,2,1,0,116,2018,2,28,0,Canceled
28472,2,1,2,2,0,86,2018,10,29,0,Not_Canceled
28473,2,0,1,2,0,20,2018,12,9,1,Not_Canceled
28474,2,0,0,3,0,193,2017,10,15,0,Canceled
28475,1,0,0,3,0,151,2018,1,19,0,Not_Canceled
28476,2,0,1,2,0,80,2017,7,3,1,Canceled
28477,1,0,1,0,0,0,2018,10,10,0,Not_Canceled
28478,2,2,2,3,0,81,2018,5,15,0,Canceled
28479,1,0,0,1,0,6,2018,4,7,0,Not_Canceled
28480,2,0,2,2,0,45,2018,5,21,1,Not_Canceled
28481,2,1,2,2,0,0,2018,1,24,1,Not_Canceled
28482,1,0,1,0,0,111,2018,10,10,0,Canceled
28483,1,0,0,1,0,33,2018,9,2,1,Not_Canceled
28484,2,0,1,3,0,103,2018,5,5,1,Not_Canceled
28485,2,0,1,2,0,10,2017,9,21,1,Canceled
28486,1,0,0,1,0,5,2017,10,21,0,Not_Canceled
28487,2,0,1,2,0,7,2017,9,14,1,Not_Canceled
28488,2,0,2,1,0,223,2018,7,24,0,Canceled
28489,2,0,0,2,0,177,2018,8,16,1,Not_Canceled
28490,2,0,0,2,0,18,2018,1,12,0,Not_Canceled
28491,2,0,1,3,0,2,2018,10,10,0,Not_Canceled
28492,1,0,0,2,0,102,2017,10,16,0,Not_Canceled
28493,2,0,0,3,0,73,2017,11,24,0,Not_Canceled
28494,2,0,0,2,0,320,2018,8,18,1,Canceled
28495,1,0,2,4,0,69,2018,6,12,0,Canceled
28496,1,0,0,2,0,181,2018,10,11,0,Canceled
28497,2,0,0,3,0,11,2018,3,16,1,Not_Canceled
28498,2,0,0,3,0,40,2018,3,23,1,Not_Canceled
28499,2,0,2,0,0,41,2018,9,25,1,Canceled
28500,2,0,0,3,0,65,2017,10,8,0,Not_Canceled
28501,2,0,2,3,0,322,2018,12,30,0,Canceled
28502,1,0,0,3,0,14,2018,5,31,0,Not_Canceled
28503,2,0,0,2,0,79,2017,11,13,0,Not_Canceled
28504,2,0,1,3,0,2,2018,11,14,1,Not_Canceled
28505,2,0,1,2,0,20,2018,5,30,1,Not_Canceled
28506,2,0,2,1,0,125,2018,5,7,1,Not_Canceled
28507,2,0,0,1,0,66,2018,9,22,2,Not_Canceled
28508,1,0,0,1,0,46,2018,7,8,2,Not_Canceled
28509,1,0,1,1,0,4,2018,5,2,0,Not_Canceled
28510,2,0,1,0,0,41,2018,5,16,0,Canceled
28511,2,0,2,5,0,178,2018,9,2,0,Canceled
28512,2,0,0,1,0,27,2018,6,9,0,Not_Canceled
28513,2,2,0,1,0,153,2018,8,19,0,Canceled
28514,1,0,0,1,0,36,2018,10,13,2,Not_Canceled
28515,2,0,2,3,0,79,2018,4,30,0,Not_Canceled
28516,2,0,3,7,0,9,2018,2,12,0,Canceled
28517,2,0,0,3,0,0,2017,9,9,2,Not_Canceled
28518,2,0,2,3,0,24,2017,12,24,1,Not_Canceled
28519,1,0,0,1,1,0,2018,1,19,0,Not_Canceled
28520,2,0,1,1,0,90,2018,5,21,0,Canceled
28521,2,0,2,3,0,13,2018,2,14,0,Not_Canceled
28522,3,0,2,2,0,117,2018,5,22,2,Not_Canceled
28523,1,0,0,1,0,20,2018,5,11,0,Canceled
28524,2,0,0,3,0,16,2018,6,2,1,Not_Canceled
28525,2,0,0,3,0,12,2017,8,5,0,Not_Canceled
28526,3,0,2,3,0,159,2018,7,23,2,Canceled
28527,1,0,0,2,0,68,2018,4,26,1,Not_Canceled
28528,2,0,1,2,0,130,2018,3,25,0,Not_Canceled
28529,2,0,0,2,0,79,2018,4,15,1,Not_Canceled
28530,2,0,0,1,0,12,2018,5,25,0,Not_Canceled
28531,2,0,1,2,0,10,2018,12,16,0,Not_Canceled
28532,1,0,1,0,1,3,2018,9,19,0,Not_Canceled
28533,1,0,0,2,0,188,2018,6,15,0,Canceled
28534,2,0,0,0,0,67,2018,5,21,1,Not_Canceled
28535,3,0,0,1,0,45,2018,9,30,0,Not_Canceled
28536,2,0,0,4,0,206,2018,10,4,4,Not_Canceled
28537,2,0,2,3,0,5,2018,7,17,1,Canceled
28538,2,0,0,3,0,128,2018,5,4,1,Not_Canceled
28539,2,0,0,2,0,48,2018,9,14,0,Not_Canceled
28540,2,0,2,4,0,48,2018,5,7,0,Canceled
28541,2,2,1,1,0,21,2018,4,11,0,Canceled
28542,2,0,2,2,1,156,2018,8,7,0,Not_Canceled
28543,1,0,1,2,0,219,2017,9,4,0,Not_Canceled
28544,1,0,1,2,0,0,2018,6,6,0,Not_Canceled
28545,3,0,1,1,1,57,2018,9,26,2,Not_Canceled
28546,2,0,1,2,0,305,2018,11,4,0,Canceled
28547,2,0,0,2,0,3,2018,4,8,1,Not_Canceled
28548,1,0,0,2,0,119,2018,3,29,0,Not_Canceled
28549,3,0,1,2,0,14,2018,8,1,2,Not_Canceled
28550,2,0,0,2,0,74,2017,9,18,2,Not_Canceled
28551,2,0,0,3,0,103,2018,5,4,0,Not_Canceled
28552,2,0,2,3,0,61,2018,7,17,1,Not_Canceled
28553,3,0,1,1,0,35,2018,9,26,1,Canceled
28554,2,0,1,3,0,20,2018,12,22,0,Not_Canceled
28555,2,0,1,2,0,30,2018,8,5,1,Not_Canceled
28556,2,0,1,0,0,166,2018,6,26,1,Not_Canceled
28557,1,0,1,3,0,118,2018,6,6,0,Not_Canceled
28558,1,0,1,2,0,38,2018,9,19,1,Not_Canceled
28559,2,0,0,3,0,13,2018,4,26,0,Not_Canceled
28560,1,0,2,2,0,81,2018,11,6,1,Not_Canceled
28561,2,0,0,1,0,41,2018,12,27,0,Not_Canceled
28562,1,1,2,5,0,258,2018,12,28,3,Not_Canceled
28563,1,0,0,1,0,1,2018,5,11,0,Not_Canceled
28564,2,0,2,0,0,386,2018,10,23,1,Canceled
28565,2,0,1,2,0,70,2018,4,4,1,Not_Canceled
28566,3,0,0,1,0,213,2018,12,17,0,Not_Canceled
28567,1,0,0,2,0,20,2018,2,9,1,Not_Canceled
28568,2,2,0,1,1,30,2018,8,6,1,Not_Canceled
28569,2,0,2,4,0,179,2018,7,23,1,Not_Canceled
28570,2,0,1,4,0,26,2018,3,2,0,Not_Canceled
28571,2,0,1,2,0,57,2018,6,10,1,Not_Canceled
28572,2,0,0,4,0,8,2017,8,26,2,Not_Canceled
28573,1,0,0,2,0,164,2017,10,2,0,Not_Canceled
28574,1,0,2,1,0,1,2018,2,28,0,Canceled
28575,1,0,0,1,0,10,2018,9,15,1,Canceled
28576,2,0,0,1,0,10,2017,9,17,1,Not_Canceled
28577,1,1,1,3,0,37,2018,9,5,1,Not_Canceled
28578,2,0,0,2,0,45,2018,11,30,1,Not_Canceled
28579,2,0,1,2,0,6,2017,8,17,2,Not_Canceled
28580,1,0,1,2,1,7,2018,5,23,0,Not_Canceled
28581,2,1,2,0,0,13,2017,12,6,1,Not_Canceled
28582,3,0,0,2,0,138,2018,8,18,0,Canceled
28583,2,2,1,1,0,125,2018,8,20,2,Not_Canceled
28584,2,0,1,4,0,10,2018,6,13,0,Not_Canceled
28585,2,0,1,5,0,8,2018,8,22,1,Not_Canceled
28586,2,0,1,1,0,91,2018,5,21,0,Not_Canceled
28587,1,0,0,1,0,7,2018,1,26,0,Not_Canceled
28588,2,0,0,0,0,2,2018,5,1,0,Not_Canceled
28589,2,0,0,1,0,76,2018,11,22,1,Not_Canceled
28590,1,0,2,1,0,80,2018,4,10,0,Canceled
28591,1,0,0,1,0,5,2017,10,21,0,Not_Canceled
28592,2,0,0,3,0,104,2017,12,3,0,Not_Canceled
28593,2,0,0,2,0,160,2018,9,13,1,Canceled
28594,2,0,2,1,0,45,2018,12,25,1,Not_Canceled
28595,2,0,0,1,0,0,2018,4,20,1,Not_Canceled
28596,2,0,1,4,0,135,2018,5,9,1,Canceled
28597,1,0,0,2,0,181,2018,10,11,0,Canceled
28598,1,0,1,2,0,37,2018,6,20,0,Not_Canceled
28599,3,0,1,3,0,31,2018,3,3,0,Not_Canceled
28600,2,0,0,1,0,1,2018,11,29,2,Not_Canceled
28601,2,0,0,3,0,205,2018,12,1,0,Not_Canceled
28602,2,0,0,2,0,257,2017,7,1,0,Canceled
28603,1,0,0,2,0,6,2018,11,23,0,Not_Canceled
28604,2,0,0,2,0,74,2017,9,18,0,Not_Canceled
28605,2,0,0,1,0,105,2018,4,6,0,Canceled
28606,2,2,0,2,0,161,2018,8,16,3,Not_Canceled
28607,2,0,0,4,0,74,2018,4,13,1,Not_Canceled
28608,2,0,2,2,0,67,2018,12,2,0,Not_Canceled
28609,1,0,0,1,0,2,2018,11,23,0,Canceled
28610,2,0,0,2,0,265,2018,6,24,1,Canceled
28611,2,0,0,2,0,0,2018,11,4,1,Not_Canceled
28612,2,0,0,0,0,16,2018,2,24,0,Not_Canceled
28613,2,0,0,3,0,34,2018,8,17,2,Not_Canceled
28614,2,0,1,3,0,40,2018,6,27,0,Canceled
28615,1,0,1,0,0,1,2018,10,17,2,Not_Canceled
28616,2,0,0,3,0,162,2017,9,17,0,Not_Canceled
28617,2,0,0,2,0,12,2018,11,18,1,Not_Canceled
28618,2,0,1,2,0,3,2018,1,29,1,Not_Canceled
28619,1,0,0,1,0,18,2018,8,20,1,Not_Canceled
28620,2,0,1,3,0,212,2018,9,26,1,Canceled
28621,2,0,0,2,0,46,2018,4,21,1,Not_Canceled
28622,2,0,2,0,0,35,2018,4,24,1,Not_Canceled
28623,2,0,1,4,0,58,2018,3,2,0,Not_Canceled
28624,2,0,1,3,0,127,2018,4,28,0,Not_Canceled
28625,2,0,0,3,0,61,2018,12,8,1,Not_Canceled
28626,2,0,0,3,0,105,2018,10,12,0,Canceled
28627,2,0,1,2,0,29,2017,11,6,2,Not_Canceled
28628,2,0,1,0,0,87,2018,6,26,1,Not_Canceled
28629,2,0,1,2,0,204,2018,8,26,0,Canceled
28630,1,0,0,3,0,5,2018,2,16,0,Not_Canceled
28631,2,0,1,5,0,349,2018,10,4,0,Canceled
28632,2,0,1,2,0,315,2018,9,30,0,Canceled
28633,2,0,0,2,0,8,2018,4,1,1,Not_Canceled
28634,2,0,0,3,0,126,2018,9,8,0,Canceled
28635,2,0,2,1,0,44,2018,10,2,1,Canceled
28636,1,0,2,8,0,13,2018,1,20,0,Not_Canceled
28637,2,0,0,2,0,27,2017,9,30,0,Not_Canceled
28638,2,0,2,3,0,56,2018,3,5,0,Not_Canceled
28639,2,0,1,4,0,2,2018,2,17,0,Not_Canceled
28640,2,0,1,4,0,54,2018,8,29,1,Not_Canceled
28641,2,0,2,1,0,41,2018,3,13,0,Not_Canceled
28642,2,0,2,1,0,31,2018,9,11,0,Canceled
28643,2,0,2,2,0,86,2018,3,20,1,Not_Canceled
28644,2,0,1,1,0,10,2018,10,29,1,Not_Canceled
28645,2,0,0,2,0,114,2018,10,13,0,Not_Canceled
28646,2,0,2,2,0,64,2018,9,24,1,Canceled
28647,2,0,4,7,0,28,2018,6,12,0,Not_Canceled
28648,2,0,1,2,0,198,2018,9,9,0,Canceled
28649,1,0,0,1,0,1,2018,4,28,2,Not_Canceled
28650,3,0,3,6,0,87,2018,8,1,1,Not_Canceled
28651,2,0,2,1,0,179,2018,10,1,1,Canceled
28652,2,0,0,2,0,70,2018,10,18,2,Not_Canceled
28653,2,0,1,3,0,322,2018,5,19,0,Canceled
